date,date_dt,season,block_id,cultivar,file,eta_mm,eto_mm,ndvi
2023-03-28,2023-03-28,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-03-28_10m.tif,1.8044533,3.4335983,
2023-03-29,2023-03-29,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-03-29_10m.tif,1.5053713,2.8645089,
2023-03-30,2023-03-30,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-03-30_10m.tif,1.652363,3.1442258,
2023-03-31,2023-03-31,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-03-31_10m.tif,1.9926722,3.8845863,0.611750602722168
2023-04-01,2023-04-01,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-01_10m.tif,2.1361434,4.16426,
2023-04-02,2023-04-02,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-02_10m.tif,1.8309183,3.5692391,
2023-04-03,2023-04-03,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-03_10m.tif,1.3063215,2.5466037,
2023-04-04,2023-04-04,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-04_10m.tif,1.6356188,3.1885293,
2023-04-05,2023-04-05,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-05_10m.tif,2.1857798,4.2281427,0.5732274055480957
2023-04-06,2023-04-06,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-06_10m.tif,2.0710034,4.0061064,
2023-04-07,2023-04-07,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-07_10m.tif,0.7628896,1.4756763,
2023-04-08,2023-04-08,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-08_10m.tif,1.017122,1.9674233,
2023-04-09,2023-04-09,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-09_10m.tif,1.40553,2.7187867,
2023-04-10,2023-04-10,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-10_10m.tif,1.1166373,2.1599586,
2023-04-11,2023-04-11,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-11_10m.tif,1.3734887,2.6568224,
2023-04-12,2023-04-12,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-12_10m.tif,1.0781856,2.0856106,
2023-04-13,2023-04-13,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-13_10m.tif,1.1295154,2.184889,
2023-04-14,2023-04-14,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-14_10m.tif,1.5311234,2.9617238,
2023-04-15,2023-04-15,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-15_10m.tif,1.6487466,3.1736434,0.540080189704895
2023-04-16,2023-04-16,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-16_10m.tif,1.6404418,3.1575387,
2023-04-17,2023-04-17,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-17_10m.tif,1.7016388,3.2753177,
2023-04-18,2023-04-18,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-18_10m.tif,1.5939724,3.0681326,
2023-04-19,2023-04-19,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-19_10m.tif,1.6428324,3.162172,
2023-04-20,2023-04-20,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-20_10m.tif,0.9479923,1.8247613,
2023-04-21,2023-04-21,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-21_10m.tif,0.99811,1.9212532,
2023-04-22,2023-04-22,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-22_10m.tif,0.84593904,1.628315,
2023-04-23,2023-04-23,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-23_10m.tif,0.8131221,1.5651952,
2023-04-24,2023-04-24,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-24_10m.tif,0.87807024,1.6902051,
2023-04-25,2023-04-25,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-25_10m.tif,1.0814656,2.081709,
2023-04-26,2023-04-26,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-26_10m.tif,1.2025483,2.314779,
2023-04-27,2023-04-27,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-27_10m.tif,0.738443,1.4213816,
2023-04-28,2023-04-28,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-28_10m.tif,0.9679074,1.8631626,
2023-04-29,2023-04-29,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-29_10m.tif,0.9114902,1.7545645,
2023-04-30,2023-04-30,2022_2023,R10c,SauvignonBlanc,ETa_Tokara_2023-04-30_10m.tif,1.2394007,2.4247277,0.541132390499115
2023-08-03,2023-08-03,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-03_10m.tif,1.6549089,3.4045553,0.5351307392120361
2023-08-04,2023-08-04,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-04_10m.tif,1.1595769,2.3854806,
2023-08-05,2023-08-05,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-05_10m.tif,0.92543864,1.9038374,
2023-08-06,2023-08-06,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-06_10m.tif,0.81984454,1.6866425,
2023-08-07,2023-08-07,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-07_10m.tif,0.93765765,1.9289913,
2023-08-08,2023-08-08,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-08_10m.tif,0.8351451,1.7181163,
2023-08-09,2023-08-09,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-09_10m.tif,1.3377466,2.752113,
2023-08-10,2023-08-10,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-10_10m.tif,1.5703269,3.2305326,
2023-08-11,2023-08-11,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-11_10m.tif,1.3807269,2.8404255,
2023-08-12,2023-08-12,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-12_10m.tif,0.6007593,1.2359164,
2023-08-13,2023-08-13,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-13_10m.tif,0.7816246,1.6080308,
2023-08-14,2023-08-14,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-14_10m.tif,0.8119267,1.6703666,
2023-08-15,2023-08-15,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-15_10m.tif,1.3219007,2.7195363,
2023-08-16,2023-08-16,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-16_10m.tif,1.4784741,3.0416667,
2023-08-17,2023-08-17,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-17_10m.tif,0.64273536,1.3222868,
2023-08-18,2023-08-18,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-18_10m.tif,0.8006082,1.6470846,
2023-08-19,2023-08-19,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-19_10m.tif,1.108823,2.2811613,
2023-08-20,2023-08-20,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-20_10m.tif,1.1708853,2.4088554,
2023-08-21,2023-08-21,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-21_10m.tif,0.9673595,1.9901669,
2023-08-22,2023-08-22,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-22_10m.tif,0.55003214,1.13156,
2023-08-23,2023-08-23,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-23_10m.tif,0.7710064,1.5861863,
2023-08-24,2023-08-24,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-24_10m.tif,0.9971886,2.0514812,
2023-08-25,2023-08-25,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-25_10m.tif,0.65637285,1.3503673,
2023-08-26,2023-08-26,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-26_10m.tif,0.7618667,1.5673915,
2023-08-27,2023-08-27,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-27_10m.tif,1.2619759,2.5962057,
2023-08-28,2023-08-28,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-28_10m.tif,1.7466334,3.6934774,0.5006231665611267
2023-08-29,2023-08-29,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-29_10m.tif,2.0305064,4.293658,
2023-08-30,2023-08-30,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-30_10m.tif,1.5859056,3.3536837,
2023-08-31,2023-08-31,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-08-31_10m.tif,0.6725559,1.4222221,
2023-09-01,2023-09-01,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-01_10m.tif,0.8184642,1.730669,
2023-09-02,2023-09-02,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-02_10m.tif,0.81806594,1.7298445,
2023-09-03,2023-09-03,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-03_10m.tif,0.9717641,2.0548265,
2023-09-04,2023-09-04,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-04_10m.tif,0.91728055,1.9396256,
2023-09-05,2023-09-05,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-05_10m.tif,0.83063275,1.7564181,
2023-09-06,2023-09-06,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-06_10m.tif,1.0325055,2.183274,
2023-09-07,2023-09-07,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-07_10m.tif,1.2808905,2.6114004,0.47746193408966064
2023-09-08,2023-09-08,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-08_10m.tif,1.4457437,2.9473727,
2023-09-09,2023-09-09,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-09_10m.tif,1.2625318,2.5740678,
2023-09-10,2023-09-10,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-10_10m.tif,1.0601244,2.1615472,
2023-09-11,2023-09-11,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-11_10m.tif,0.87342244,1.7808015,
2023-09-12,2023-09-12,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-12_10m.tif,1.1788592,2.514407,0.4602494537830353
2023-09-13,2023-09-13,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-13_10m.tif,1.881584,4.0132527,
2023-09-14,2023-09-14,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-14_10m.tif,0.8829179,1.8832916,
2023-09-15,2023-09-15,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-15_10m.tif,0.9412379,2.0077055,
2023-09-16,2023-09-16,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-16_10m.tif,0.99610543,2.1246696,
2023-09-17,2023-09-17,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-17_10m.tif,1.0916593,2.3284302,
2023-09-18,2023-09-18,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-18_10m.tif,1.2260438,2.6150455,
2023-09-19,2023-09-19,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-19_10m.tif,1.0630403,2.2673786,
2023-09-20,2023-09-20,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-20_10m.tif,1.2858263,2.742622,
2023-09-21,2023-09-21,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-21_10m.tif,1.019717,2.1750212,
2023-09-22,2023-09-22,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-22_10m.tif,1.285483,2.741895,
2023-09-23,2023-09-23,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-23_10m.tif,1.0668201,2.2755356,
2023-09-24,2023-09-24,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-24_10m.tif,0.9373266,1.9993892,
2023-09-25,2023-09-25,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-25_10m.tif,0.6446129,1.3750226,
2023-09-26,2023-09-26,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-26_10m.tif,1.5847546,3.3802302,
2023-09-27,2023-09-27,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-27_10m.tif,1.8892169,4.270617,0.4417338967323303
2023-09-28,2023-09-28,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-28_10m.tif,2.0370107,4.604821,
2023-09-29,2023-09-29,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-29_10m.tif,1.7938704,4.0550804,
2023-09-30,2023-09-30,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-09-30_10m.tif,1.091365,2.4670198,
2023-10-01,2023-10-01,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-01_10m.tif,1.8025767,4.074776,
2023-10-02,2023-10-02,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-02_10m.tif,2.3405817,5.2349157,0.42990028858184814
2023-10-03,2023-10-03,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-03_10m.tif,1.9636477,4.3918424,
2023-10-04,2023-10-04,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-04_10m.tif,1.5531667,3.4737597,
2023-10-05,2023-10-05,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-05_10m.tif,1.5798327,3.5334094,
2023-10-06,2023-10-06,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-06_10m.tif,1.5893395,3.554688,
2023-10-07,2023-10-07,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-07_10m.tif,1.2041485,2.693194,
2023-10-08,2023-10-08,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-08_10m.tif,2.1878839,4.893375,
2023-10-09,2023-10-09,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-09_10m.tif,2.2778096,5.0945115,
2023-10-10,2023-10-10,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-10_10m.tif,2.2054555,4.932655,
2023-10-11,2023-10-11,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-11_10m.tif,1.7362847,3.883333,
2023-10-12,2023-10-12,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-12_10m.tif,1.1435528,2.557646,
2023-10-13,2023-10-13,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-13_10m.tif,2.2850187,5.1106024,
2023-10-14,2023-10-14,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-14_10m.tif,2.414541,5.4003325,
2023-10-15,2023-10-15,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-15_10m.tif,2.5873773,5.7868876,
2023-10-16,2023-10-16,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-16_10m.tif,2.4281964,5.430853,
2023-10-17,2023-10-17,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-17_10m.tif,2.133677,5.3530965,0.4890971779823303
2023-10-18,2023-10-18,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-18_10m.tif,2.2008398,5.5215898,
2023-10-19,2023-10-19,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-19_10m.tif,2.3880374,5.991242,
2023-10-20,2023-10-20,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-20_10m.tif,1.1596047,2.909244,
2023-10-21,2023-10-21,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-21_10m.tif,1.4908725,3.7403083,
2023-10-22,2023-10-22,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-22_10m.tif,2.2881842,5.6321144,0.5254427790641785
2023-10-23,2023-10-23,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-23_10m.tif,1.9849122,4.8856435,
2023-10-24,2023-10-24,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-24_10m.tif,1.5239352,3.750997,
2023-10-25,2023-10-25,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-25_10m.tif,2.003991,4.932626,
2023-10-26,2023-10-26,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-26_10m.tif,2.009761,4.946827,
2023-10-27,2023-10-27,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-27_10m.tif,0.9116114,2.2438118,
2023-10-28,2023-10-28,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-28_10m.tif,1.7591617,4.3299527,
2023-10-29,2023-10-29,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-29_10m.tif,2.5138154,6.1874332,
2023-10-30,2023-10-30,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-30_10m.tif,2.6707094,6.573638,
2023-10-31,2023-10-31,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-10-31_10m.tif,2.6460938,6.5130854,
2023-11-01,2023-11-01,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-01_10m.tif,2.2412653,5.5166373,
2023-11-02,2023-11-02,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-02_10m.tif,2.4341633,5.9914236,
2023-11-03,2023-11-03,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-03_10m.tif,1.5513698,3.818522,
2023-11-04,2023-11-04,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-04_10m.tif,1.520828,3.7433445,
2023-11-05,2023-11-05,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-05_10m.tif,2.0127416,4.9541535,
2023-11-06,2023-11-06,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-06_10m.tif,1.2604514,3.1024616,
2023-11-07,2023-11-07,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-07_10m.tif,1.2713034,3.1291673,
2023-11-08,2023-11-08,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-08_10m.tif,1.8227884,4.4866033,
2023-11-09,2023-11-09,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-09_10m.tif,2.2314153,5.492423,
2023-11-10,2023-11-10,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-10_10m.tif,2.3868475,5.8750033,
2023-11-11,2023-11-11,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-11_10m.tif,1.7171124,4.2264786,
2023-11-12,2023-11-12,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-12_10m.tif,1.9757714,4.8631673,
2023-11-13,2023-11-13,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-13_10m.tif,2.8843496,7.0995245,
2023-11-14,2023-11-14,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-14_10m.tif,2.9758263,7.3246946,
2023-11-15,2023-11-15,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-15_10m.tif,2.76712,6.8109646,
2023-11-16,2023-11-16,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-16_10m.tif,1.859769,4.577632,
2023-11-17,2023-11-17,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-17_10m.tif,1.8551837,4.566362,
2023-11-18,2023-11-18,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-18_10m.tif,2.0517051,5.0500455,
2023-11-19,2023-11-19,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-19_10m.tif,1.8140993,4.465208,
2023-11-20,2023-11-20,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-20_10m.tif,1.7625833,4.338409,
2023-11-21,2023-11-21,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-21_10m.tif,1.8057498,4.444629,
2023-11-22,2023-11-22,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-22_10m.tif,2.0228581,4.9790306,
2023-11-23,2023-11-23,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-23_10m.tif,2.006366,4.9384465,
2023-11-24,2023-11-24,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-24_10m.tif,2.076304,5.1106095,
2023-11-25,2023-11-25,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-25_10m.tif,1.9012703,4.6797905,
2023-11-26,2023-11-26,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-26_10m.tif,2.8938124,6.0816326,0.5183641314506531
2023-11-27,2023-11-27,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-27_10m.tif,2.812812,5.911365,
2023-11-28,2023-11-28,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-28_10m.tif,1.9467727,4.0914807,
2023-11-29,2023-11-29,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-29_10m.tif,3.267129,6.8664174,
2023-11-30,2023-11-30,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-11-30_10m.tif,3.5887756,7.5422707,
2023-12-01,2023-12-01,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-01_10m.tif,2.6069062,5.478726,
2023-12-02,2023-12-02,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-02_10m.tif,2.134075,4.485082,
2023-12-03,2023-12-03,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-03_10m.tif,2.4364743,5.1206117,
2023-12-04,2023-12-04,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-04_10m.tif,2.4032605,5.0508094,
2023-12-05,2023-12-05,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-05_10m.tif,3.0622368,6.4357405,
2023-12-06,2023-12-06,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-06_10m.tif,3.9645941,8.214334,0.5090445876121521
2023-12-07,2023-12-07,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-07_10m.tif,3.2573807,6.7490215,
2023-12-08,2023-12-08,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-08_10m.tif,2.1314585,4.41623,
2023-12-09,2023-12-09,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-09_10m.tif,2.1474848,4.4494424,
2023-12-10,2023-12-10,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-10_10m.tif,3.4245532,7.0953956,
2023-12-11,2023-12-11,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-11_10m.tif,2.9602835,6.169338,0.508224368095398
2023-12-12,2023-12-12,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-12_10m.tif,2.465095,5.137357,
2023-12-13,2023-12-13,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-13_10m.tif,2.8755739,5.992804,
2023-12-14,2023-12-14,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-14_10m.tif,2.4031184,5.0081677,
2023-12-15,2023-12-15,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-15_10m.tif,3.0720594,6.402301,
2023-12-16,2023-12-16,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-16_10m.tif,2.7772896,5.7334294,0.4987506568431854
2023-12-17,2023-12-17,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-17_10m.tif,2.5432332,5.250223,
2023-12-18,2023-12-18,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-18_10m.tif,2.5526133,5.269639,
2023-12-19,2023-12-19,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-19_10m.tif,3.162292,6.5282793,
2023-12-20,2023-12-20,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-20_10m.tif,2.650154,5.4710007,
2023-12-21,2023-12-21,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-21_10m.tif,3.4828813,7.155598,0.4904024302959442
2023-12-22,2023-12-22,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-22_10m.tif,3.336301,6.8544316,
2023-12-23,2023-12-23,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-23_10m.tif,2.698964,5.5450497,
2023-12-24,2023-12-24,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-24_10m.tif,3.6042643,7.4050426,
2023-12-25,2023-12-25,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-25_10m.tif,3.1238754,6.4180946,
2023-12-26,2023-12-26,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-26_10m.tif,3.5602827,7.280645,0.4806702733039856
2023-12-27,2023-12-27,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-27_10m.tif,4.1567836,8.500446,
2023-12-28,2023-12-28,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-28_10m.tif,3.1752038,6.493112,
2023-12-29,2023-12-29,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-29_10m.tif,3.3856924,6.923583,
2023-12-30,2023-12-30,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-30_10m.tif,2.4381292,4.985927,
2023-12-31,2023-12-31,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2023-12-31_10m.tif,-6353.4653,6.0364146,-6354.33837890625
2024-01-01,2024-01-01,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-01_10m.tif,-6353.0806,8.274956,
2024-01-02,2024-01-02,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-02_10m.tif,-6353.3457,6.739866,
2024-01-03,2024-01-03,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-03_10m.tif,-6353.27,7.180942,
2024-01-04,2024-01-04,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-04_10m.tif,-6353.265,7.207126,
2024-01-05,2024-01-05,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-05_10m.tif,-6353.343,6.75428,
2024-01-06,2024-01-06,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-06_10m.tif,-6353.624,5.1213746,
2024-01-07,2024-01-07,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-07_10m.tif,-6353.875,3.657677,
2024-01-08,2024-01-08,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-08_10m.tif,-6353.3115,6.9311523,
2024-01-09,2024-01-09,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-09_10m.tif,-6353.402,6.408927,
2024-01-10,2024-01-10,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-10_10m.tif,2.5877395,5.0482197,0.4673120975494385
2024-01-11,2024-01-11,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-11_10m.tif,3.3644514,6.5632334,
2024-01-12,2024-01-12,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-12_10m.tif,2.7918746,5.4462805,
2024-01-13,2024-01-13,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-13_10m.tif,3.0029066,5.8579564,
2024-01-14,2024-01-14,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-14_10m.tif,2.923568,5.7032046,
2024-01-15,2024-01-15,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-15_10m.tif,2.9106445,5.6959,0.46136367321014404
2024-01-16,2024-01-16,2023_2024,R10c,SauvignonBlanc,ETa_Tokara_2024-01-16_10m.tif,2.8938293,5.663048,
